Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,DEFAULT
10000,60,0.1702,150000.0,772,Credit Card Refinancing,MORTGAGE,ND,Legal/Government/Police,2019,15,1
2400,36,0.1528,30000.0,697,Home Improvement,OWN,SD,Construction/Labor,2018,1,0
11700,36,0.3288,37600.0,762,Debt Consolidation,RENT,SC,,2020,< 1 year,0
12000,60,0.3163,42000.0,667,Other,RENT,MN,Sales,2019,2,0
10000,36,0.2851,65000.0,672,Credit Card Refinancing,RENT,TX,Sales,2019,11,0
12500,36,0.1129,71000.0,677,Other,RENT,CA,Health care,2019,16,0
21275,60,0.2963,55000.0,687,Debt Consolidation,MORTGAGE,ME,Driver/Transportation,2020,3,0
16000,60,0.2181,40000.0,752,Debt Consolidation,RENT,AL,Skilled Labor,2019,4,0
6400,36,0.0178,37000.0,707,Moving or Relocation,MORTGAGE,WA,Legal/Government/Police,2019,3,0
6375,36,0.1568,65000.0,677,Business,RENT,NC,Office,2019,10,0
2500,36,0.0623,145800.0,687,Debt Consolidation,OWN,AL,Office,2019,2,0
7425,36,0.0725,26000.0,682,Credit Card Refinancing,OWN,AL,,2019,,0
6000,36,21.1,60000.0,730,credit_card,mortgage,ID,Unknown,2019,10+ years,0
10000,36,0.2218,120000.0,702,Debt Consolidation,MORTGAGE,MN,Office,2018,6,0
25525,60,0.2427,50000.0,742,Debt Consolidation,RENT,CA,Others,2019,4,0
25000,60,0.2484,135000.0,687,Credit Card Refinancing,OWN,KY,Small Business,2019,9,0
18000,60,12.29,240000.0,630,credit_card,mortgage,TX,Others,2019,3 years,0
20000,36,0.1781,77000.0,702,Credit Card Refinancing,RENT,NV,IT/Engineering,2019,11,0
7200,36,0.3856,80600.0,687,Debt Consolidation,MORTGAGE,MN,Office,2019,29,0
15000,36,0.1825,112000.0,667,Debt Consolidation,MORTGAGE,OH,,2019,,0
1000,36,0.1594,70000.0,682,Other,RENT,SC,Education,2019,4,0
17000,36,0.2384,50000.0,672,Credit Card Refinancing,RENT,CA,Others,2019,1,0
38275,36,17.77,125000.0,725,credit_card,mortgage,CA,Health care,2020,10+ years,0
6000,36,0.1851,38000.0,662,Credit Card Refinancing,RENT,FL,Driver/Transportation,2019,2,0
12000,60,0.0768,114000.0,672,Debt Consolidation,RENT,CA,Customer Service,2019,0,0
3000,36,0.201,105000.0,687,Other,MORTGAGE,VA,Others,2019,12,0
18000,36,0.3692,60000.0,732,Credit Card Refinancing,OWN,NV,,2019,< 1 year,1
31675,60,0.3975,122500.0,832,Debt Consolidation,OWN,IL,,2019,,0
7500,36,15.12,85000.0,685,debt_consolidation,mortgage,MI,Office,2018,1 year,0
5000,36,0.2434,63000.0,727,Home Improvement,OWN,IL,,2019,,0
21275,60,11.04,70000.0,800,debt_consolidation,rent,CA,Skilled Labor,2019,4 years,0
35000,36,57.6,123000.0,710,debt_consolidation,mortgage,CA,Others,2018,10+ years,0
5000,36,0.2723,45000.0,692,Credit Card Refinancing,OWN,MO,Food/Hospitality,2018,9,0
10000,36,0.1178,82000.0,662,Debt Consolidation,MORTGAGE,KY,Others,2018,10,0
26000,36,0.3359,77000.0,672,Debt Consolidation,OWN,MO,Education,2019,17,0
40000,60,0.0672,235000.0,752,Other,MORTGAGE,CA,Driver/Transportation,2019,5,0
12800,36,0.2832,45000.0,702,Home Purchase,MORTGAGE,SD,Office,2018,10,0
25000,60,0.1453,90000.0,677,Debt Consolidation,RENT,CA,Skilled Labor,2019,3,0
10625,60,0.1233,65000.0,682,Medical Expenses,RENT,AZ,Office,2019,6,1
24000,60,0.1663,158000.0,682,Other,MORTGAGE,NV,Office,2019,4,0
30000,36,0.1515,213000.0,752,Other,RENT,NH,Others,2018,10,0
16000,36,0.2404,68000.0,672,Home Improvement,MORTGAGE,VT,,2019,,0
19700,60,0.2771,85800.0,742,Debt Consolidation,MORTGAGE,MN,Health care,2019,2,0
25000,60,0.1386,96000.0,662,Home Improvement,OWN,TX,Others,2020,10,0
14875,60,0.1932,100000.0,687,Debt Consolidation,MORTGAGE,CO,Unknown,2020,10,0
20000,60,0.2059,61080.0,737,Debt Consolidation,RENT,CA,Others,2019,1,1
20000,36,0.3254,70000.0,682,Debt Consolidation,RENT,CA,Sales,2019,10,0
16000,36,0.0274,35000.0,662,Credit Card Refinancing,RENT,CT,Construction/Labor,2018,18,0
5600,36,0.2116,32000.0,677,Debt Consolidation,RENT,OK,Office,2019,1,0
5000,36,0.1676,30000.0,677,Debt Consolidation,RENT,FL,Food/Hospitality,2019,15,0
20000,36,0.0657,70000.0,687,Debt Consolidation,RENT,NY,Unknown,2019,10,1
15000,36,0.3681,75000.0,662,Credit Card Refinancing,RENT,FL,Others,2020,7,1
40000,60,0.2141,104000.0,707,Other,RENT,OR,Health care,2019,0,0
40000,36,0.2088,117000.0,712,Home Improvement,RENT,CA,Unknown,2019,15,0
20000,60,0.134,120000.0,672,Debt Consolidation,OWN,SD,Construction/Labor,2020,1,0
6000,36,0.1267,56000.0,672,Debt Consolidation,MORTGAGE,DE,Small Business,2019,28,0
15000,60,0.1588,35000.0,702,Debt Consolidation,OWN,CA,,2019,0,0
20000,60,0.1669,45000.0,727,Debt Consolidation,MORTGAGE,TX,Office,2019,21,0
10000,36,18.15,120000.0,685,other,rent,TX,,2019,,0
12750,36,0.3138,34000.0,702,Debt Consolidation,RENT,NJ,Office,2019,2,0
25000,60,0.2602,86000.0,682,Credit Card Refinancing,MORTGAGE,ID,Office,2019,0,0
17775,36,0.3608,90000.0,687,Debt Consolidation,MORTGAGE,WA,Office,2020,4,1
20000,60,0.3711,67900.0,687,Credit Card Refinancing,MORTGAGE,OH,Skilled Labor,2018,10,0
23000,60,0.1323,38000.0,677,Debt Consolidation,RENT,OR,Office,2019,10,0
23000,60,0.3132,72000.0,682,Debt Consolidation,MORTGAGE,AR,Office,2020,10,0
16000,36,0.1182,53000.0,672,Debt Consolidation,RENT,GA,Office,2018,10,0
32000,36,0.2702,92000.0,697,Home Improvement,RENT,NC,Office,2019,15,1
9000,36,0.0652,46000.0,727,Credit Card Refinancing,RENT,CO,Unknown,2018,2,0
10000,36,0.2557,51400.0,692,Debt Consolidation,RENT,CA,,2020,,0
8000,36,0.2327,90000.0,697,Debt Consolidation,OWN,MD,Education,2019,5,0
22000,36,0.2855,175000.0,697,Debt Consolidation,MORTGAGE,MO,Health care,2018,10,0
10000,60,0.1186,183000.0,662,Other,MORTGAGE,NJ,Others,2019,2,0
10000,36,0.2411,63000.0,667,Debt Consolidation,MORTGAGE,PA,Office,2018,4,0
9000,36,0.078,90000.0,742,Credit Card Refinancing,RENT,VA,Food/Hospitality,2018,8,0
39025,36,0.1369,180000.0,697,Debt Consolidation,RENT,CO,,2019,< 1 year,1
30000,60,0.1686,98500.0,717,Debt Consolidation,MORTGAGE,LA,,2019,,0
2800,36,0.1231,89000.0,702,Home Improvement,MORTGAGE,WA,Legal/Government/Police,2018,10,0
10000,36,0.2612,50000.0,692,Credit Card Refinancing,OWN,TN,Driver/Transportation,2018,0,0
15000,36,0.1551,50000.0,742,Debt Consolidation,RENT,CA,Food/Hospitality,2018,2,0
6000,36,0.2428,52000.0,702,Other,MORTGAGE,OH,Office,2018,10,0
21600,36,0.2655,110000.0,707,Debt Consolidation,MORTGAGE,SD,Others,2019,2,1
17000,36,0.2895,174000.0,732,Debt Consolidation,MORTGAGE,UT,IT/Engineering,2019,4,0
26375,60,0.2336,102000.0,682,Debt Consolidation,MORTGAGE,FL,Office,2019,10,1
10625,60,8.48,45000.0,690,credit_card,rent,CA,,2020,< 1 year,0
22950,60,0.0974,153000.0,672,Other,MORTGAGE,NY,Driver/Transportation,2018,1,0
20000,60,0.0925,48000.0,667,Credit Card Refinancing,RENT,MA,Sales,2020,0,1
28650,60,0.2564,145000.0,752,Debt Consolidation,MORTGAGE,GA,Office,2019,6,0
7700,36,0.0984,90000.0,667,Credit Card Refinancing,RENT,NJ,Office,2020,5,0
29000,60,0.1461,112000.0,712,Debt Consolidation,RENT,MI,,2019,,0
20000,60,0.1235,42000.0,667,Credit Card Refinancing,MORTGAGE,FL,Food/Hospitality,2018,0,0
11000,60,0.16399999999999998,30000.0,672,Credit Card Refinancing,OWN,MS,,2019,,0
22600,36,0.1312,208000.0,747,Debt Consolidation,MORTGAGE,CA,Others,2019,0,0
16000,60,0.2142,78000.0,662,Debt Consolidation,MORTGAGE,NJ,Sales,2019,8,0
2500,36,0.198,18000.0,742,Debt Consolidation,RENT,CT,Health care,2018,10,0
38275,60,0.2251,94500.0,772,Debt Consolidation,OWN,OH,Office,2019,13,0
30175,36,0.1382,240000.0,762,Home Purchase,MORTGAGE,CA,Others,2018,10,0
25000,60,20.82,95000.0,720,debt_consolidation,rent,CA,Sales,2019,2 years,0
15000,36,0.1435,130000.0,662,Debt Consolidation,MORTGAGE,CA,Office,2018,17,0
5000,36,0.2855,33000.0,687,Debt Consolidation,RENT,TX,Legal/Government/Police,2019,2,0
6400,36,0.2265,109704.0,672,Other,MORTGAGE,TN,,2019,,0
15600,36,0.3672,90000.0,712,Debt Consolidation,RENT,NY,Office,2019,0,0
5000,36,0.1325,67000.0,727,Debt Consolidation,RENT,CA,Education,2018,10,0
16000,60,7.93,170000.0,555,debt_consolidation,mortgage,LA,Small Business,2018,10+ years,0
16000,60,0.177,35000.0,702,Debt Consolidation,RENT,CA,Health care,2019,5,0
18000,60,16.4,98000.0,765,debt_consolidation,mortgage,WI,Office,2018,10+ years,1
10000,60,0.0847,18000.0,682,Debt Consolidation,RENT,NY,Unknown,2018,5,0
13000,60,0.2172,98001.0,692,Debt Consolidation,MORTGAGE,IL,Office,2018,2,0
1750,36,0.1611,45000.0,682,Other,RENT,OK,Small Business,2020,6,0
18000,60,0.1486,175000.0,747,Home Purchase,RENT,FL,Sales,2019,1,0
11000,36,0.2603,45000.0,672,Debt Consolidation,RENT,FL,Office,2019,6,0
14400,36,9.34,102500.0,700,debt_consolidation,mortgage,KY,Office,2020,1 year,0
6000,36,0.1841,80000.0,682,Debt Consolidation,OWN,WA,Health care,2018,8,0
10000,36,0.2381,25000.0,692,Debt Consolidation,RENT,FL,,2019,< 1 year,0
8000,36,0.3695,52000.0,697,Debt Consolidation,OWN,FL,Health care,2018,7,0
28000,60,0.1864,90000.0,712,Credit Card Refinancing,MORTGAGE,OH,Health care,2020,1,0
20000,60,15.26,86400.0,685,debt_consolidation,mortgage,CA,,2018,,0
10000,60,0.3033,37000.0,682,Credit Card Refinancing,RENT,CA,Skilled Labor,2019,5,0
12000,60,0.2145,65000.0,687,Credit Card Refinancing,MORTGAGE,CA,IT/Engineering,2020,4,0
20800,60,0.3339,94800.0,707,Debt Consolidation,MORTGAGE,IN,Others,2020,3,1
17000,60,0.1845,120000.0,702,Debt Consolidation,RENT,CA,Construction/Labor,2019,4,0
16000,60,0.2649,89650.0,662,Credit Card Refinancing,MORTGAGE,NC,Legal/Government/Police,2020,7,0
6500,60,0.053,55000.0,687,Debt Consolidation,MORTGAGE,MA,,2020,< 1 year,0
5500,36,0.1643,87500.0,667,Debt Consolidation,MORTGAGE,AL,Others,2019,2,0
6000,36,1.07,28000.0,755,credit_card,rent,FL,Skilled Labor,2018,2 years,0
10625,60,14.5,84145.0,720,debt_consolidation,rent,NM,,2019,< 1 year,0
10625,36,0.0491,65000.0,662,Debt Consolidation,MORTGAGE,MO,Others,2019,10,1
39000,36,0.2112,267000.0,717,Credit Card Refinancing,MORTGAGE,TX,Others,2019,2,0
14000,60,0.1701,52000.0,662,Debt Consolidation,RENT,MS,Others,2019,5,0
10000,60,0.1347,85000.0,682,Debt Consolidation,RENT,DC,Others,2019,1,1
21275,60,0.1585,72000.0,722,Credit Card Refinancing,RENT,IL,Driver/Transportation,2019,10,0
15000,60,0.1064,165000.0,692,Home Improvement,MORTGAGE,TX,Others,2019,5,0
20000,36,36.45,125000.0,710,other,mortgage,TX,Legal/Government/Police,2018,4 years,1
10000,60,0.1464,65000.0,697,Debt Consolidation,MORTGAGE,PA,Unknown,2019,20,0
20000,36,0.1628,92000.0,672,Debt Consolidation,OWN,TX,Health care,2019,1,1
28000,60,0.1939,64000.0,702,Debt Consolidation,MORTGAGE,GA,Skilled Labor,2018,8,0
10000,60,0.1039,105000.0,742,Other,MORTGAGE,MD,Legal/Government/Police,2020,23,0
20000,36,0.2598,63000.0,667,Debt Consolidation,RENT,CA,Health care,2019,3,1
12000,60,0.2828,37000.0,707,Debt Consolidation,RENT,NJ,Skilled Labor,2018,1,0
16000,36,12.69,173000.0,695,debt_consolidation,rent,MD,Others,2019,4 years,0
10000,60,0.2292,31000.0,662,Debt Consolidation,RENT,CA,Office,2020,4,0
10650,60,0.1837,45000.0,677,Credit Card Refinancing,RENT,DC,Legal/Government/Police,2019,3,0
23000,36,0.1116,66000.0,712,Debt Consolidation,MORTGAGE,PA,Legal/Government/Police,2017,10,0
10000,36,0.1757,75000.0,667,Home Improvement,OWN,CA,Construction/Labor,2019,4,0
24000,60,21.41,108000.0,705,debt_consolidation,mortgage,VA,Sales,2019,5 years,1
25000,36,0.1479,50000.0,687,Other,MORTGAGE,NE,IT/Engineering,2019,13,1
12000,60,0.1378,57207.0,672,Debt Consolidation,OWN,MO,Others,2019,9,0
14000,36,0.267,37842.0,707,Debt Consolidation,MORTGAGE,DE,,2019,,0
10000,36,0.0832,58400.0,717,Home Improvement,MORTGAGE,TX,Others,2018,5,0
30000,60,21.04,90000.0,780,debt_consolidation,mortgage,TX,Others,2019,7 years,0
40000,36,32.26,151800.0,745,credit_card,rent,TX,Others,2019,7 years,0
7425,60,0.1798,77160.0,727,Debt Consolidation,MORTGAGE,KY,Office,2019,17,0
21275,60,0.135,41000.0,687,Debt Consolidation,RENT,OR,Customer Service,2019,6,0
23000,36,0.0764,165000.0,677,Credit Card Refinancing,MORTGAGE,NY,Others,2019,10,0
10000,36,0.2612,25000.0,692,Debt Consolidation,OWN,OR,Skilled Labor,2018,10,0
30000,60,0.3044,135000.0,702,Debt Consolidation,MORTGAGE,NJ,Legal/Government/Police,2019,0,0
31900,60,0.2696,120000.0,692,Debt Consolidation,RENT,NJ,Others,2019,7,0
27000,36,0.166,96000.0,667,Debt Consolidation,OWN,CA,Real Estate,2019,2,1
10000,60,0.3356,29500.0,697,Debt Consolidation,RENT,FL,Others,2018,10,0
25000,36,0.2585,195000.0,752,Debt Consolidation,RENT,TX,IT/Engineering,2019,6,0
30000,36,0.1795,72537.04,677,Debt Consolidation,RENT,CA,,2019,,0
30000,36,0.1658,177000.0,662,Debt Consolidation,MORTGAGE,DE,Office,2019,10,0
26000,60,12.58,108000.0,680,debt_consolidation,mortgage,CA,Health care,2019,9 years,0
40000,60,0.1246,104000.0,692,Credit Card Refinancing,MORTGAGE,PA,Office,2019,9,0
20000,60,13.24,95000.0,680,credit_card,mortgage,MD,Skilled Labor,2019,5 years,0
5300,60,0.073,12000.0,692,Credit Card Refinancing,MORTGAGE,NC,,2019,< 1 year,0
6000,36,0.16699999999999998,43049.0,697,Home Purchase,MORTGAGE,TX,Legal/Government/Police,2019,24,0
20000,60,0.1774,137000.0,672,Debt Consolidation,MORTGAGE,CA,Driver/Transportation,2019,4,0
5000,36,0.1583,34500.0,692,Credit Card Refinancing,RENT,NJ,Others,2019,2,0
16000,36,0.2815,71748.0,687,Debt Consolidation,MORTGAGE,CA,Office,2020,10,0
3000,36,0.3618,133000.0,722,Other,MORTGAGE,IL,Education,2019,9,0
15000,60,0.2836,28056.0,717,Debt Consolidation,OWN,KS,Office,2018,6,0
16000,36,10.64,160000.0,515,debt_consolidation,mortgage,MS,Skilled Labor,2019,6 years,0
32000,60,0.2643,150000.0,662,Vehicle Purchase,MORTGAGE,GA,Customer Service,2019,4,0
25000,36,0.3589,45000.0,667,Debt Consolidation,RENT,CA,Construction/Labor,2019,10,0
9550,36,16.5,75000.0,700,debt_consolidation,rent,CA,Health care,2020,10+ years,1
13500,60,0.2573,70000.0,667,Debt Consolidation,OWN,MN,Others,2019,12,0
10000,60,0.2869,90000.0,677,Home Improvement,MORTGAGE,HI,Small Business,2019,10,0
40000,60,0.2004,145040.0,682,Debt Consolidation,MORTGAGE,MI,Sales,2019,4,1
7400,60,0.2674,28720.0,672,Debt Consolidation,OWN,OR,,2020,,0
20000,60,0.1278,60000.0,677,Debt Consolidation,RENT,OH,Others,2019,0,1
16000,60,0.1546,37180.0,692,Credit Card Refinancing,MORTGAGE,CA,Office,2020,2,0
4900,36,0.0945,130000.0,662,Debt Consolidation,MORTGAGE,TN,Sales,2019,2,0
30000,60,0.1988,48000.0,757,Debt Consolidation,MORTGAGE,NC,Skilled Labor,2019,10,1
24000,60,0.2281,85000.0,712,Debt Consolidation,MORTGAGE,MN,Construction/Labor,2019,7,0
26000,60,0.2476,87000.0,677,Debt Consolidation,OWN,IL,Legal/Government/Police,2019,0,1
18000,60,0.1847,107000.0,672,Debt Consolidation,MORTGAGE,MI,Driver/Transportation,2019,5,0
23025,60,0.35200000000000004,45000.0,702,Debt Consolidation,OWN,CA,Skilled Labor,2018,4,0
35000,60,0.2122,98800.0,707,Debt Consolidation,MORTGAGE,FL,Unknown,2019,2,0
35000,60,0.2254,107322.0,667,Debt Consolidation,MORTGAGE,GA,Food/Hospitality,2018,10,0
40000,36,0.0835,180000.0,772,Credit Card Refinancing,OWN,TX,Others,2019,14,0
6600,36,0.2835,39996.0,702,Credit Card Refinancing,RENT,NJ,Skilled Labor,2019,3,0
21275,36,0.1478,126000.0,677,Debt Consolidation,MORTGAGE,FL,Others,2019,22,0
15000,60,0.1602,81450.0,672,Debt Consolidation,RENT,CO,Unknown,2019,2,0
2125,36,0.0755,110000.0,707,Other,RENT,WA,Others,2020,0,0
6000,36,0.1428,100000.0,667,Credit Card Refinancing,MORTGAGE,SC,,2020,,0
21275,60,0.1185,170000.0,722,Other,RENT,MO,Office,2019,4,0
30000,36,5.42,131000.0,705,debt_consolidation,mortgage,NJ,Skilled Labor,2019,10+ years,0
5000,36,0.0807,40000.0,662,Credit Card Refinancing,RENT,CA,Customer Service,2018,10,0
8925,36,0.0,180000.0,745,debt_consolidation,mortgage,FL,,2019,< 1 year,0
35000,60,0.1123,170000.0,712,Debt Consolidation,MORTGAGE,OH,Others,2020,4,0
10000,36,0.0444,83000.0,682,Other,RENT,NY,Skilled Labor,2018,6,0
22000,60,0.053,60000.0,677,Moving or Relocation,RENT,CA,Others,2019,10,0
23200,36,24.41,300000.0,675,credit_card,own,FL,Office,2019,9 years,1
6000,36,0.2339,100000.0,677,Debt Consolidation,MORTGAGE,NM,Sales,2019,19,1
15600,60,0.2161,26000.0,712,Credit Card Refinancing,RENT,TX,Food/Hospitality,2019,15,1
14000,36,0.3149,84000.0,682,Debt Consolidation,RENT,TX,,2020,< 1 year,0
12750,60,0.1907,45500.0,682,Debt Consolidation,OWN,ND,Office,2019,0,0
16000,60,0.3229,105000.0,732,Debt Consolidation,MORTGAGE,AR,Others,2018,10,0
4250,36,0.1875,72000.0,672,Business,RENT,KY,Legal/Government/Police,2020,10,1
20000,36,0.2171,178145.0,682,Debt Consolidation,RENT,CA,Office,2019,9,0
6900,36,22.63,28000.0,735,debt_consolidation,own,PA,Skilled Labor,2020,10+ years,0
10000,60,0.1668,77000.0,687,Debt Consolidation,RENT,CA,Office,2019,7,0
15000,36,3.39,180000.0,675,major_purchase,rent,GA,,2020,< 1 year,0
8500,36,28.49,89500.0,685,debt_consolidation,rent,TN,,2020,,0
20000,60,0.24,65000.0,692,Debt Consolidation,MORTGAGE,SC,Skilled Labor,2019,20,0
30000,60,0.1843,160000.0,672,Debt Consolidation,MORTGAGE,CA,Skilled Labor,2018,1,1
10000,36,0.2457,52500.0,722,Debt Consolidation,RENT,WI,Education,2018,1,0
16000,36,0.3375,40000.0,662,Debt Consolidation,RENT,CA,Office,2020,1,0
11500,36,0.2198,72000.0,682,Debt Consolidation,RENT,CA,Office,2019,2,0
18075,60,0.2648,65755.0,677,Credit Card Refinancing,MORTGAGE,IN,Driver/Transportation,2020,10,0
16000,36,0.35,256000.0,682,Credit Card Refinancing,MORTGAGE,NJ,Education,2019,33,0
21000,36,0.1286,103400.0,692,Home Purchase,MORTGAGE,FL,Office,2019,19,0
10000,36,0.1644,165000.0,677,Credit Card Refinancing,MORTGAGE,FL,Office,2020,6,0
12750,60,0.3024,56000.0,732,Debt Consolidation,RENT,NJ,Driver/Transportation,2019,4,1
9500,36,0.2552,60000.0,692,Debt Consolidation,RENT,IL,Driver/Transportation,2019,21,0
14000,60,0.3468,91000.0,707,Debt Consolidation,MORTGAGE,TX,Others,2019,4,0
22800,60,0.2083,35900.0,702,Debt Consolidation,RENT,WA,Customer Service,2019,2,0
12000,60,0.1745,50000.0,677,Home Improvement,MORTGAGE,CA,,2019,< 1 year,0
11000,60,0.2985,109000.0,712,Home Improvement,MORTGAGE,TX,Legal/Government/Police,2019,0,0
34025,60,0.1571,63000.0,712,Debt Consolidation,RENT,TX,Office,2019,11,0
26300,36,0.2825,140000.0,787,Debt Consolidation,RENT,FL,Office,2019,3,1
1200,36,0.0975,33000.0,682,Debt Consolidation,RENT,TX,Others,2019,5,0
22000,36,0.2074,50000.0,662,Debt Consolidation,RENT,OR,Education,2019,10,0
8000,36,0.0657,80000.0,687,Medical Expenses,MORTGAGE,MI,Skilled Labor,2020,26,0
10000,36,0.2631,82000.0,672,Debt Consolidation,OWN,MS,Others,2019,1,0
40000,36,0.1719,90000.0,722,Credit Card Refinancing,MORTGAGE,AR,Health care,2019,15,0
22000,60,0.1432,90000.0,692,Credit Card Refinancing,MORTGAGE,MS,Legal/Government/Police,2019,0,0
40000,36,0.0969,108000.0,697,Debt Consolidation,MORTGAGE,IL,Sales,2019,3,0
8000,36,0.188,125000.0,712,Home Improvement,MORTGAGE,OK,IT/Engineering,2019,10,0
40000,60,0.1724,128200.0,667,Credit Card Refinancing,RENT,MD,Health care,2019,10,0
12000,36,28.74,75000.0,720,debt_consolidation,mortgage,TX,Others,2020,10+ years,0
25000,36,8.79,135000.0,615,debt_consolidation,rent,IN,Others,2019,2 years,0
12750,36,0.1899,64000.0,672,Debt Consolidation,MORTGAGE,OH,Others,2019,11,0
20000,60,30.03,50000.0,705,credit_card,mortgage,SC,Office,2019,1 year,0
16000,36,0.0938,55000.0,662,Debt Consolidation,OWN,GA,Office,2018,6,0
10000,36,0.3489,28000.0,687,Credit Card Refinancing,RENT,FL,Office,2018,1,0
7400,36,22.38,93068.92,670,credit_card,rent,CA,IT/Engineering,2019,10+ years,0
35000,60,0.0638,80000.0,672,Debt Consolidation,MORTGAGE,IL,,2018,,0
17400,36,0.3641,158774.0,722,Debt Consolidation,MORTGAGE,MI,Education,2019,10,0
10000,36,33.37,20000.0,735,debt_consolidation,rent,OH,Driver/Transportation,2018,2 years,0
12000,60,25.11,55000.0,705,debt_consolidation,rent,CA,Sales,2019,2 years,1
20000,60,0.1097,65000.0,677,Debt Consolidation,RENT,TN,IT/Engineering,2018,2,0
35000,36,21.97,181000.0,660,debt_consolidation,mortgage,NC,Others,2018,1 year,0
20000,36,35.14,108000.0,710,debt_consolidation,mortgage,LA,Construction/Labor,2019,1 year,0
10625,36,0.2789,47000.0,702,Moving or Relocation,RENT,OH,Sales,2019,1,0
13000,36,0.389,84000.0,682,Debt Consolidation,MORTGAGE,FL,Office,2019,17,0
15000,36,0.3222,80600.0,687,Debt Consolidation,RENT,NJ,Sales,2019,4,1
10000,36,0.0897,126320.0,717,Other,RENT,CA,Others,2019,4,0
19000,36,0.1891,57000.0,702,Credit Card Refinancing,OWN,NJ,Office,2019,2,0
20000,60,0.304,60000.0,682,Debt Consolidation,RENT,CA,Construction/Labor,2019,3,0
26575,60,0.3683,48880.0,737,Debt Consolidation,OWN,NJ,Others,2019,2,0
7000,36,14.1,42400.0,670,debt_consolidation,mortgage,FL,Office,2019,5 years,0
22500,60,0.1727,80000.0,702,Debt Consolidation,RENT,CA,Sales,2019,5,0
5800,36,0.2482,105000.0,662,Debt Consolidation,RENT,AL,Real Estate,2019,6,0
5000,36,0.1263,41220.0,662,Debt Consolidation,RENT,NY,,2018,0,0
34025,36,0.0723,220000.0,687,Credit Card Refinancing,MORTGAGE,MI,IT/Engineering,2019,7,0
25175,36,10.39,110000.0,715,debt_consolidation,rent,SC,,2019,,0
25000,60,0.1989,150000.0,667,Debt Consolidation,RENT,CA,Education,2019,10,0
21275,36,0.2264,200000.0,687,Debt Consolidation,RENT,CA,Health care,2019,10,0
14400,60,0.1325,90000.0,677,Debt Consolidation,OWN,NY,IT/Engineering,2019,10,0
17000,36,0.2082,110000.0,702,Debt Consolidation,MORTGAGE,NV,Health care,2020,0,0
2400,36,0.047,24000.0,672,Credit Card Refinancing,RENT,CT,Small Business,2019,6,0
23875,60,0.2916,175000.0,702,Debt Consolidation,MORTGAGE,TX,Office,2019,10,0
28175,36,0.1299,105000.0,662,Home Purchase,OWN,TX,Skilled Labor,2019,1,0
24000,60,0.1307,126000.0,687,Home Improvement,OWN,MA,Others,2019,1,0
25000,60,0.1125,51000.0,732,Debt Consolidation,MORTGAGE,TN,Driver/Transportation,2019,0,0
15000,60,0.1512,67083.0,682,Other,MORTGAGE,WV,Health care,2019,23,0
14000,36,12.48,94500.0,645,credit_card,mortgage,MS,Office,2020,10+ years,0
5000,36,0.2074,50000.0,682,Debt Consolidation,RENT,WI,Legal/Government/Police,2019,2,0
40000,60,0.2854,75000.0,737,Medical Expenses,RENT,AZ,Education,2019,11,1
